Neighbourhood,From_Date,To_Date,Crime_Code,Crime_Type,Ward,City,FID
Platt,1504656000000,,2140,THEFT OTH <$5000,10,Fredericton,1006
Platt,1487462400000,,2140,THEFT OTH <$5000,10,Fredericton,1007
Lincoln,1497484800000,,2120,B&E NON-RESIDNCE,7,Fredericton,1008
College Hill,1496966400000,,2120,B&E RESIDENCE,11,Fredericton,1009
Brookside Estates,1486598400000,1489017600000,2120,B&E OTHER,2,Fredericton,1010
Platt,1505779200000,1505865600000,2140,THEFT OTH <$5000,11,Fredericton,1011
Platt,1488412800000,,2140,THEFT OTH <$5000,10,Fredericton,1012
Lincoln,1491436800000,1491523200000,2120,B&E OTHER,7,Fredericton,1013
College Hill,1497830400000,,2120,B&E RESIDENCE,11,Fredericton,1014
Brookside Estates,1503792000000,1503878400000,2170,MISCHIEF TO PROP,2,Fredericton,1015
Platt,1505865600000,1505865600000,2140,THEFT OTH <$5000,10,Fredericton,1016
Platt,1490313600000,,2140,THEFT OTH <$5000,10,Fredericton,1017
Lincoln,1492128000000,,2120,B&E OTHER,7,Fredericton,1018
College Hill,1497916800000,,2120,B&E RESIDENCE,9,Fredericton,1019
College Hill,1498694400000,,2120,B&E RESIDENCE,11,Fredericton,1020
College Hill,1500249600000,,2120,B&E RESIDENCE,11,Fredericton,1021
College Hill,1492819200000,,2170,MISCHIEF TO PROP,11,Fredericton,1022
College Hill,1495756800000,1495929600000,2170,MISCHIEF TO PROP,11,Fredericton,1023
College Hill,1498953600000,1499040000000,2170,MISCHIEF TO PROP,11,Fredericton,1024
College Hill,1504828800000,,2170,MISCHIEF TO PROP,11,Fredericton,1025
College Hill,1493856000000,,2140,THEFT BIKE<$5000,11,Fredericton,1026
College Hill,1497398400000,,2140,THEFT BIKE<$5000,11,Fredericton,1027
College Hill,1484265600000,1484265600000,2142,THEFT FROM MV < $5000,11,Fredericton,1028
College Hill,1485129600000,1485216000000,2142,THEFT FROM MV < $5000,11,Fredericton,1029
College Hill,1486598400000,1486684800000,2142,THEFT FROM MV < $5000,11,Fredericton,1030
College Hill,1488067200000,1488153600000,2142,THEFT FROM MV < $5000,11,Fredericton,1031
College Hill,1488499200000,1488499200000,2142,THEFT FROM MV < $5000,11,Fredericton,1032
College Hill,1489363200000,1489363200000,2142,THEFT FROM MV < $5000,11,Fredericton,1033
College Hill,1489276800000,1489363200000,2142,THEFT FROM MV < $5000,11,Fredericton,1034
College Hill,1490745600000,1490745600000,2142,THEFT FROM MV < $5000,11,Fredericton,1035
College Hill,1502755200000,1502841600000,2142,THEFT FROM MV < $5000,11,Fredericton,1036
College Hill,1502755200000,1502841600000,2142,THEFT FROM MV < $5000,11,Fredericton,1037
College Hill,1494892800000,,2140,THEFT OTH <$5000,11,Fredericton,1038
College Hill,1496880000000,,2140,THEFT OTH <$5000,11,Fredericton,1039
College Hill,1497398400000,1497398400000,2140,THEFT OTH <$5000,11,Fredericton,1040
College Hill,1504569600000,1504656000000,2140,THEFT OTH <$5000,11,Fredericton,1041
College Hill,1504915200000,1505001600000,2140,THEFT OTH <$5000,11,Fredericton,1042
College Hill,1505260800000,,2140,THEFT OTH <$5000,11,Fredericton,1043
College Hill,1506297600000,,2140,THEFT OTH <$5000,11,Fredericton,1044
College Hill,1503100800000,,2140,THEFT OTH <$5000,11,Fredericton,1045
The Hill,1495324800000,1495324800000,2120,B&E NON-RESIDNCE,10,Fredericton,1046
The Hill,1504224000000,1504224000000,2120,B&E NON-RESIDNCE,10,Fredericton,1047
The Hill,1493424000000,1493942400000,2120,B&E OTHER,9,Fredericton,1048
The Hill,1487462400000,,2120,B&E RESIDENCE,9,Fredericton,1049
The Hill,1494028800000,1494115200000,2120,B&E RESIDENCE,10,Fredericton,1050
The Hill,1494201600000,,2120,B&E RESIDENCE,9,Fredericton,1051
The Hill,1497225600000,1497225600000,2120,B&E RESIDENCE,9,Fredericton,1052
The Hill,1497657600000,1497830400000,2120,B&E RESIDENCE,9,Fredericton,1053
The Hill,1498262400000,,2120,B&E RESIDENCE,9,Fredericton,1054
The Hill,1501977600000,1501977600000,2120,B&E RESIDENCE,9,Fredericton,1055
The Hill,1502755200000,1502755200000,2120,B&E RESIDENCE,9,Fredericton,1056
The Hill,1502409600000,1502496000000,2120,B&E RESIDENCE,9,Fredericton,1057
The Hill,1505606400000,,2120,B&E RESIDENCE,10,Fredericton,1058
The Hill,1505520000000,1505606400000,2120,B&E RESIDENCE,9,Fredericton,1059
Brookside Estates,1496102400000,,2135,MOTOR VEH THEFT,2,Fredericton,1060
Brookside Estates,1503792000000,1503878400000,2142,THEFT FROM MV < $5000,2,Fredericton,1061
Brookside Estates,1503792000000,1503878400000,2142,THEFT FROM MV < $5000,2,Fredericton,1062
Brookside Estates,1505433600000,1505433600000,2142,THEFT FROM MV < $5000,2,Fredericton,1063
Brookside Estates,1500076800000,,2140,THEFT OTH <$5000,2,Fredericton,1064
Brookside Estates,1499385600000,1499385600000,2140,THEFT OTH <$5000,2,Fredericton,1065
Williams / Hawkins Area,1488585600000,1489190400000,2120,B&E OTHER,2,Fredericton,1066
Williams / Hawkins Area,1494720000000,,2120,B&E RESIDENCE,2,Fredericton,1067
Williams / Hawkins Area,1503360000000,,2120,B&E RESIDENCE,2,Fredericton,1068
Williams / Hawkins Area,1483228800000,,2170,MISCHIEF TO PROP,2,Fredericton,1069
Platt,1507334400000,1507334400000,2140,THEFT OTH <$5000,11,Fredericton,1070
Williams / Hawkins Area,1490745600000,1490832000000,2170,MISCHIEF TO PROP,2,Fredericton,1071
Platt,1507593600000,,2140,THEFT OTH <$5000,10,Fredericton,1072
Platt,1490400000000,,2140,THEFT OTH <$5000,10,Fredericton,1073
Lincoln,1487289600000,1487289600000,2120,B&E RESIDENCE,7,Fredericton,1074
Williams / Hawkins Area,1494288000000,,2170,MISCHIEF TO PROP,2,Fredericton,1075
Platt,1507852800000,,2140,THEFT OTH <$5000,10,Fredericton,1076
Platt,1490745600000,,2140,THEFT OTH <$5000,11,Fredericton,1077
Platt,1491696000000,,2140,THEFT OTH <$5000,10,Fredericton,1078
Platt,1491696000000,,2140,THEFT OTH <$5000,10,Fredericton,1079
Platt,1492128000000,,2140,THEFT OTH <$5000,10,Fredericton,1080
Platt,1492300800000,1492300800000,2140,THEFT OTH <$5000,10,Fredericton,1081
Platt,1493337600000,,2140,THEFT OTH <$5000,10,Fredericton,1082
Platt,1493942400000,1494028800000,2140,THEFT OTH <$5000,10,Fredericton,1083
Platt,1495497600000,,2140,THEFT OTH <$5000,11,Fredericton,1084
Platt,1495843200000,1495929600000,2140,THEFT OTH <$5000,10,Fredericton,1085
Platt,1496361600000,,2140,THEFT OTH <$5000,10,Fredericton,1086
Platt,1497398400000,,2140,THEFT OTH <$5000,10,Fredericton,1087
Platt,1497830400000,1497916800000,2140,THEFT OTH <$5000,10,Fredericton,1088
Platt,1498262400000,1498262400000,2140,THEFT OTH <$5000,10,Fredericton,1089
Platt,1498694400000,,2140,THEFT OTH <$5000,10,Fredericton,1090
Platt,1498780800000,,2140,THEFT OTH <$5000,10,Fredericton,1091
Platt,1499040000000,1499040000000,2140,THEFT OTH <$5000,10,Fredericton,1092
Platt,1499040000000,,2140,THEFT OTH <$5000,10,Fredericton,1093
Platt,1499299200000,,2140,THEFT OTH <$5000,10,Fredericton,1094
Platt,1499558400000,1499558400000,2140,THEFT OTH <$5000,10,Fredericton,1095
Platt,1499472000000,,2140,THEFT OTH <$5000,10,Fredericton,1096
Platt,1499990400000,1499990400000,2140,THEFT OTH <$5000,11,Fredericton,1097
Platt,1500336000000,1500336000000,2140,THEFT OTH <$5000,11,Fredericton,1098
Platt,1500336000000,1500336000000,2140,THEFT OTH <$5000,10,Fredericton,1099
Platt,1500508800000,,2140,THEFT OTH <$5000,10,Fredericton,1100
Platt,1500508800000,,2140,THEFT OTH <$5000,10,Fredericton,1101
Platt,1500336000000,1500336000000,2140,THEFT OTH <$5000,10,Fredericton,1102
Platt,1500508800000,,2140,THEFT OTH <$5000,10,Fredericton,1103
Platt,1500681600000,,2140,THEFT OTH <$5000,11,Fredericton,1104
Platt,1499904000000,,2140,THEFT OTH <$5000,10,Fredericton,1105
Platt,1500768000000,,2140,THEFT OTH <$5000,10,Fredericton,1106
Platt,1500854400000,,2140,THEFT OTH <$5000,10,Fredericton,1107
Platt,1500940800000,1500940800000,2140,THEFT OTH <$5000,10,Fredericton,1108
Platt,1501027200000,,2140,THEFT OTH <$5000,10,Fredericton,1109
Platt,1498867200000,,2140,THEFT OTH <$5000,10,Fredericton,1110
Platt,1501632000000,,2140,THEFT OTH <$5000,11,Fredericton,1111
Platt,1500595200000,1500595200000,2140,THEFT OTH <$5000,10,Fredericton,1112
Platt,1500768000000,1500854400000,2140,THEFT OTH <$5000,10,Fredericton,1113
Lincoln,1497225600000,1497312000000,2120,B&E RESIDENCE,7,Fredericton,1114
Lincoln,1496188800000,,2170,MISCHIEF TO PROP,7,Fredericton,1115
Lincoln,1500940800000,1501027200000,2140,THEFT BIKE<$5000,7,Fredericton,1116
Lincoln,1507939200000,,2142,THEFT FROM MV < $5000,7,Fredericton,1117
Lincoln,1494720000000,,2140,THEFT OTH <$5000,7,Fredericton,1118
Lincoln,1495584000000,,2140,THEFT OTH <$5000,7,Fredericton,1119
Lincoln,1500508800000,,2140,THEFT OTH <$5000,7,Fredericton,1120
Lincoln,1502323200000,,2140,THEFT OTH <$5000,7,Fredericton,1121
Colonial heights,1497225600000,,2120,B&E RESIDENCE,12,Fredericton,1122
Colonial heights,1499472000000,,2120,B&E RESIDENCE,12,Fredericton,1123
Colonial heights,1505779200000,1505865600000,2120,B&E RESIDENCE,12,Fredericton,1124
Colonial heights,1488153600000,1488153600000,2142,THEFT FROM MV < $5000,12,Fredericton,1125
Colonial heights,1496880000000,1496966400000,2142,THEFT FROM MV < $5000,12,Fredericton,1126
Colonial heights,1497139200000,1497225600000,2142,THEFT FROM MV < $5000,12,Fredericton,1127
Colonial heights,1497571200000,1497744000000,2142,THEFT FROM MV < $5000,12,Fredericton,1128
Colonial heights,1499731200000,1499817600000,2142,THEFT FROM MV < $5000,11,Fredericton,1129
Colonial heights,1508716800000,,2142,THEFT FROM MV < $5000,11,Fredericton,1130
Garden Place,1494979200000,1495065600000,2140,THEFT BIKE<$5000,12,Fredericton,1131
Garden Place,1485216000000,1485388800000,2142,THEFT FROM MV < $5000,12,Fredericton,1132
Garden Place,1493510400000,1493596800000,2142,THEFT FROM MV < $5000,12,Fredericton,1133
Garden Place,1493510400000,1493596800000,2142,THEFT FROM MV < $5000,12,Fredericton,1134
Fredericton South,,,0, ,0, ,1135
The Hugh John Flemming Forestry Center,1498089600000,1498176000000,2120,B&E NON-RESIDNCE,11,Fredericton,1136
The Hugh John Flemming Forestry Center,1505952000000,1506470400000,2120,B&E OTHER,11,Fredericton,1137
Platt,1508025600000,1508025600000,2140,THEFT OTH <$5000,10,Fredericton,1138
Platt,1508457600000,,2140,THEFT OTH <$5000,10,Fredericton,1139
Waterloo Row,1501459200000,1501545600000,2120,B&E OTHER,11,Fredericton,1140
Waterloo Row,1498003200000,1498003200000,2120,B&E RESIDENCE,11,Fredericton,1141
Waterloo Row,1499299200000,1499644800000,2120,B&E RESIDENCE,11,Fredericton,1142
Waterloo Row,1488412800000,,2170,MISCHIEF TO PROP,11,Fredericton,1143
Waterloo Row,1500249600000,1500249600000,2140,THEFT BIKE<$5000,11,Fredericton,1144
Waterloo Row,1496793600000,1496880000000,2142,THEFT FROM MV < $5000,11,Fredericton,1145
Waterloo Row,1500249600000,,2142,THEFT FROM MV < $5000,11,Fredericton,1146
Waterloo Row,1503705600000,1503705600000,2142,THEFT FROM MV < $5000,11,Fredericton,1147
Waterloo Row,1503792000000,1505001600000,2140,THEFT OTH <$5000,11,Fredericton,1148
University Of New Brunswick,1506124800000,,2120,B&E RESIDENCE,11,Fredericton,1149
University Of New Brunswick,1493942400000,1494028800000,2140,THEFT BIKE<$5000,11,Fredericton,1150
University Of New Brunswick,1495670400000,1495756800000,2140,THEFT BIKE<$5000,11,Fredericton,1151
University Of New Brunswick,1487116800000,1487116800000,2142,THEFT FROM MV < $5000,11,Fredericton,1152
University Of New Brunswick,1489449600000,1489622400000,2142,THEFT FROM MV < $5000,11,Fredericton,1153
University Of New Brunswick,1502323200000,1502323200000,2142,THEFT FROM MV < $5000,11,Fredericton,1154
University Of New Brunswick,1503619200000,1503705600000,2142,THEFT FROM MV < $5000,11,Fredericton,1155
University Of New Brunswick,1494720000000,1494720000000,2140,THEFT OTH <$5000,11,Fredericton,1156
University Of New Brunswick,1496966400000,,2140,THEFT OTH <$5000,11,Fredericton,1157
University Of New Brunswick,1498176000000,1498176000000,2140,THEFT OTH <$5000,11,Fredericton,1158
University Of New Brunswick,1500681600000,,2140,THEFT OTH <$5000,11,Fredericton,1159
University Of New Brunswick,1503619200000,1503878400000,2140,THEFT OTH <$5000,11,Fredericton,1160
University Of New Brunswick,1503619200000,1503878400000,2140,THEFT OTH <$5000,11,Fredericton,1161
University Of New Brunswick,1507248000000,,2140,THEFT OTH <$5000,11,Fredericton,1162
University Of New Brunswick,1507507200000,1507766400000,2140,THEFT OTH <$5000,11,Fredericton,1163
Saint Thomas University,1489536000000,1489536000000,2142,THEFT FROM MV < $5000,11,Fredericton,1164
College Hill,1485734400000,,2110,ARSON,11,Fredericton,1165
College Hill,1504396800000,,2110,ARSON,11,Fredericton,1166
College Hill,1500163200000,1500249600000,2120,B&E OTHER,11,Fredericton,1167
College Hill,1503792000000,,2120,B&E OTHER,11,Fredericton,1168
College Hill,1489104000000,,2120,B&E RESIDENCE,11,Fredericton,1169
Williams / Hawkins Area,1496620800000,1496620800000,2170,MISCHIEF TO PROP,2,Fredericton,1170
Williams / Hawkins Area,1503100800000,,2170,MISCHIEF TO PROP,2,Fredericton,1171
Williams / Hawkins Area,1507075200000,1507161600000,2170,MISCHIEF TO PROP,2,Fredericton,1172
Williams / Hawkins Area,1508371200000,,2170,MISCHIEF TO PROP,2,Fredericton,1173
Williams / Hawkins Area,1485820800000,,2142,THEFT FROM MV < $5000,2,Fredericton,1174
Williams / Hawkins Area,1494201600000,1494288000000,2142,THEFT FROM MV < $5000,2,Fredericton,1175
Williams / Hawkins Area,1495324800000,1495324800000,2142,THEFT FROM MV < $5000,2,Fredericton,1176
Williams / Hawkins Area,1499472000000,,2142,THEFT FROM MV < $5000,2,Fredericton,1177
Williams / Hawkins Area,1499904000000,1499990400000,2142,THEFT FROM MV < $5000,2,Fredericton,1178
Williams / Hawkins Area,1504828800000,,2142,THEFT FROM MV < $5000,2,Fredericton,1179
Williams / Hawkins Area,1507420800000,,2140,THEFT OTH <$5000,2,Fredericton,1180
McKnight,1485216000000,,2170,MISCHIEF TO PROP,2,Fredericton,1181
McKnight,1488931200000,1489017600000,2142,THEFT FROM MV < $5000,2,Fredricton,1182
McKnight,1494892800000,,2140,THEFT OTH <$5000,2,Fredericton,1183
McKnight,1496880000000,,2140,THEFT OTH <$5000,2,Fredericton,1184
Shadowood Estates,1494201600000,1494201600000,2170,MISCHIEF TO PROP,2,Fredericton,1185
Shadowood Estates,1500595200000,,2170,MISCHIEF TO PROP,2,Fredericton,1186
Shadowood Estates,1503100800000,1503100800000,2135,MOTOR VEH THEFT,2,Fredericton,1187
Shadowood Estates,1488931200000,1489017600000,2142,THEFT FROM MV < $5000,2,Fredericton,1188
Shadowood Estates,1494115200000,1494201600000,2142,THEFT FROM MV < $5000,2,Fredericton,1189
North Devon,1487376000000,1487376000000,2120,B&E NON-RESIDNCE,3,Fredericton,1190
North Devon,1492560000000,,2120,B&E NON-RESIDNCE,3,Fredericton,1191
North Devon,1492646400000,,2120,B&E NON-RESIDNCE,3,Fredericton,1192
North Devon,1497830400000,,2120,B&E NON-RESIDNCE,3,Fredericton,1193
North Devon,1508025600000,,2120,B&E NON-RESIDNCE,3,Fredericton,1194
North Devon,1501977600000,1502064000000,2120,B&E OTHER,3,Fredericton,1195
North Devon,1502409600000,1502582400000,2120,B&E OTHER,3,Fredericton,1196
North Devon,1494028800000,,2120,B&E RESIDENCE,3,Fredericton,1197
North Devon,1498176000000,,2120,B&E RESIDENCE,3,Fredericton,1198
North Devon,1498262400000,1498694400000,2120,B&E RESIDENCE,3,Fredericton,1199
North Devon,1504915200000,1505088000000,2120,B&E RESIDENCE,3,Fredericton,1200
Prospect,1487635200000,,2140,THEFT OTH <$5000,9,Fredericton,1201
Prospect,1488067200000,,2140,THEFT OTH <$5000,10,Fredericton,1202
Prospect,1487808000000,,2140,THEFT OTH <$5000,9,Fredericton,1203
Prospect,1487894400000,1488153600000,2140,THEFT OTH <$5000,9,Fredericton,1204
Prospect,1488585600000,,2140,THEFT OTH <$5000,10,Fredericton,1205
Prospect,1488931200000,,2140,THEFT OTH <$5000,9,Fredericton,1206
Prospect,1488931200000,,2140,THEFT OTH <$5000,10,Fredericton,1207
Prospect,1489536000000,,2140,THEFT OTH <$5000,9,Fredericton,1208
Prospect,1489968000000,,2140,THEFT OTH <$5000,11,Fredericton,1209
Prospect,1490227200000,,2140,THEFT OTH <$5000,10,Fredericton,1210
Prospect,1490918400000,,2140,THEFT OTH <$5000,10,Fredericton,1211
Prospect,1491264000000,,2140,THEFT OTH <$5000,12,Fredericton,1212
Prospect,1493424000000,1493424000000,2140,THEFT OTH <$5000,9,Fredericton,1213
Prospect,1493769600000,,2140,THEFT OTH <$5000,9,Fredericton,1214
Prospect,1493769600000,,2140,THEFT OTH <$5000,10,Fredericton,1215
Prospect,1494547200000,,2140,THEFT OTH <$5000,9,Fredericton,1216
Prospect,1495497600000,,2140,THEFT OTH <$5000,10,Fredericton,1217
Prospect,1495929600000,,2140,THEFT OTH <$5000,11,Fredericton,1218
Prospect,1496102400000,,2140,THEFT OTH <$5000,9,Fredericton,1219
Prospect,1495756800000,,2140,THEFT OTH <$5000,10,Fredericton,1220
Prospect,1496880000000,,2140,THEFT OTH <$5000,9,Fredericton,1221
Prospect,1496880000000,,2140,THEFT OTH <$5000,9,Fredericton,1222
Prospect,1497571200000,1497657600000,2140,THEFT OTH <$5000,9,Fredericton,1223
Prospect,1497830400000,1497830400000,2140,THEFT OTH <$5000,11,Fredericton,1224
Prospect,1498176000000,,2140,THEFT OTH <$5000,9,Fredericton,1225
Prospect,1500336000000,,2140,THEFT OTH <$5000,10,Fredericton,1226
Prospect,1501804800000,,2140,THEFT OTH <$5000,9,Fredericton,1227
Prospect,1501891200000,,2140,THEFT OTH <$5000,10,Fredericton,1228
Prospect,1502150400000,,2140,THEFT OTH <$5000,10,Fredericton,1229
Prospect,1502668800000,,2140,THEFT OTH <$5000,9,Fredericton,1230
Prospect,1502841600000,,2140,THEFT OTH <$5000,9,Fredericton,1231
Prospect,1503705600000,,2140,THEFT OTH <$5000,9,Fredericton,1232
Prospect,1503792000000,,2140,THEFT OTH <$5000,10,Fredericton,1233
Prospect,1504828800000,,2140,THEFT OTH <$5000,11,Fredericton,1234
Prospect,1505692800000,1505779200000,2140,THEFT OTH <$5000,9,Fredericton,1235
Prospect,1506470400000,,2140,THEFT OTH <$5000,9,Fredericton,1236
Prospect,1507075200000,,2140,THEFT OTH <$5000,11,Fredericton,1237
Prospect,1508371200000,,2140,THEFT OTH <$5000,10,Fredericton,1238
Prospect,1508976000000,,2130,"THEFT,BIKE>$5000",10,Fredericton,1239
Lian / Valcore,1506902400000,,2170,MISCHIEF-DATA,12,Fredericton,1240
Lian / Valcore,1498435200000,1498435200000,2142,THEFT FROM MV < $5000,12,Fredericton,1241
Lian / Valcore,1483920000000,,2140,THEFT OTH <$5000,12,Fredericton,1242
Lian / Valcore,1491350400000,,2140,THEFT OTH <$5000,12,Fredericton,1243
Lian / Valcore,1493856000000,,2140,THEFT OTH <$5000,12,Fredericton,1244
Lian / Valcore,1496448000000,,2140,THEFT OTH <$5000,12,Fredericton,1245
Lian / Valcore,1499472000000,1499472000000,2140,THEFT OTH <$5000,12,Fredericton,1246
North Devon,1502755200000,1502841600000,2120,B&E OTHER,4,Fredericton,1247
North Devon,1502755200000,1502841600000,2120,B&E OTHER,4,Fredericton,1248
North Devon,1489104000000,1489190400000,2120,B&E RESIDENCE,4,Fredericton,1249
North Devon,1493510400000,,2120,B&E RESIDENCE,4,Fredericton,1250
North Devon,1498780800000,,2120,B&E RESIDENCE,4,Fredericton,1251
North Devon,1500163200000,,2120,B&E RESIDENCE,4,Fredericton,1252
Rail Side,1502496000000,1502496000000,2135,MOTOR VEH THEFT,12,Fredericton,1253
North Devon,1505174400000,1505260800000,2120,B&E RESIDENCE,3,Fredericton,1254
North Devon,1502928000000,,2140,THEFT OTH <$5000,4,Fredericton,1255
North Devon,1501113600000,1501113600000,2120,B&E RESIDENCE,4,Fredericton,1256
North Devon,1483228800000,1483315200000,2170,MISCHIEF TO PROP,4,Fredericton,1257
North Devon,1484006400000,1484092800000,2170,MISCHIEF TO PROP,4,Fredericton,1258
North Devon,1485561600000,,2170,MISCHIEF TO PROP,4,Fredericton,1259
North Devon,1489881600000,1489968000000,2170,MISCHIEF TO PROP,4,Fredericton,1260
North Devon,1494028800000,1494028800000,2170,MISCHIEF TO PROP,4,Fredericton,1261
North Devon,1494288000000,,2170,MISCHIEF TO PROP,4,Fredericton,1262
North Devon,1494806400000,1494806400000,2170,MISCHIEF TO PROP,4,Fredericton,1263
North Devon,1495411200000,,2170,MISCHIEF TO PROP,4,Fredericton,1264
North Devon,1497916800000,,2170,MISCHIEF TO PROP,4,Fredericton,1265
North Devon,1498435200000,,2170,MISCHIEF TO PROP,4,Fredericton,1266
North Devon,1498521600000,1498608000000,2170,MISCHIEF TO PROP,4,Fredericton,1267
North Devon,1498521600000,1498608000000,2170,MISCHIEF TO PROP,4,Fredericton,1268
North Devon,1499212800000,1499299200000,2170,MISCHIEF TO PROP,4,Fredericton,1269
North Devon,1499472000000,1499472000000,2170,MISCHIEF TO PROP,4,Fredericton,1270
North Devon,1500854400000,1500940800000,2170,MISCHIEF TO PROP,4,Fredericton,1271
North Devon,1500508800000,,2170,MISCHIEF TO PROP,4,Fredericton,1272
North Devon,1501200000000,1501200000000,2170,MISCHIEF TO PROP,4,Fredericton,1273
North Devon,1502928000000,,2170,MISCHIEF TO PROP,4,Fredericton,1274
North Devon,1503273600000,1503360000000,2170,MISCHIEF TO PROP,4,Fredericton,1275
North Devon,1499990400000,1500163200000,2170,MISCHIEF TO PROP,4,Fredericton,1276
North Devon,1504396800000,1504569600000,2170,MISCHIEF TO PROP,4,Fredericton,1277
North Devon,1505088000000,,2170,MISCHIEF TO PROP,4,Fredericton,1278
North Devon,1505952000000,1505952000000,2170,MISCHIEF TO PROP,4,Fredericton,1279
North Devon,1506384000000,1506384000000,2170,MISCHIEF TO PROP,4,Fredericton,1280
North Devon,1498780800000,1498867200000,2140,THEFT BIKE<$5000,4,Fredericton,1281
North Devon,1499817600000,,2140,THEFT BIKE<$5000,4,Fredericton,1282
North Devon,1505088000000,1505174400000,2140,THEFT BIKE<$5000,4,Fredericton,1283
North Devon,1505088000000,1505174400000,2140,THEFT BIKE<$5000,4,Fredericton,1284
North Devon,1488931200000,1488931200000,2142,THEFT FROM MV < $5000,4,Fredericton,1285
North Devon,1491264000000,,2142,THEFT FROM MV < $5000,4,Fredericton,1286
North Devon,1492646400000,1492732800000,2142,THEFT FROM MV < $5000,4,Fredericton,1287
North Devon,1493596800000,,2142,THEFT FROM MV < $5000,4,Fredericton,1288
North Devon,1502928000000,,2142,THEFT FROM MV < $5000,4,Fredericton,1289
North Devon,1503964800000,1504051200000,2142,THEFT FROM MV < $5000,4,Fredericton,1290
North Devon,1507939200000,1508025600000,2142,THEFT FROM MV < $5000,4,Fredericton,1291
North Devon,1487462400000,,2140,THEFT OTH <$5000,4,Fredericton,1292
North Devon,1487548800000,,2140,THEFT OTH <$5000,4,Fredericton,1293
North Devon,1489536000000,,2140,THEFT OTH <$5000,4,Fredericton,1294
North Devon,1490054400000,,2140,THEFT OTH <$5000,4,Fredericton,1295
North Devon,1491609600000,,2140,THEFT OTH <$5000,4,Fredericton,1296
North Devon,1491868800000,,2140,THEFT OTH <$5000,4,Fredericton,1297
North Devon,1492560000000,,2140,THEFT OTH <$5000,4,Fredericton,1298
North Devon,1492560000000,,2140,THEFT OTH <$5000,4,Fredericton,1299
North Devon,1492214400000,,2170,MISCHIEF TO PROP,3,Fredericton,1300
North Devon,1486080000000,1486080000000,2140,THEFT OTH <$5000,4,Fredericton,1301
North Devon,1504483200000,,2140,THEFT OTH <$5000,4,Fredericton,1302
Rail Side,1486512000000,1486598400000,2142,THEFT FROM MV < $5000,12,Fredericton,1303
North Devon,1492387200000,1492473600000,2170,MISCHIEF TO PROP,3,Fredericton,1304
North Devon,1487548800000,,2140,THEFT OTH <$5000,4,Fredericton,1305
North Devon,1507766400000,,2140,THEFT OTH <$5000,4,Fredericton,1306
Rail Side,1499904000000,1499990400000,2142,THEFT FROM MV < $5000,12,Fredericton,1307
North Devon,1495065600000,,2170,MISCHIEF TO PROP,3,Fredericton,1308
North Devon,1494547200000,,2140,THEFT OTH <$5000,4,Fredericton,1309
Hanwell North,1498348800000,,2120,B&E OTHER,12,Fredericton,1310
Silverwood,1494288000000,1494288000000,2120,B&E RESIDENCE,12,Fredericton,1311
North Devon,1497916800000,,2170,MISCHIEF TO PROP,3,Fredericton,1312
North Devon,1494806400000,,2140,THEFT OTH <$5000,4,Fredericton,1313
Hanwell North,1485475200000,,2120,B&E RESIDENCE,12,Fredericton,1314
Silverwood,1500854400000,1500854400000,2120,B&E RESIDENCE,12,Fredericton,1315
Silverwood,1496361600000,1496448000000,2135,MOTOR VEH THEFT,12,Fredericton,1316
Silverwood,1486080000000,1486166400000,2142,THEFT FROM MV < $5000,12,Fredericton,1317
Silverwood,1486339200000,1486339200000,2142,THEFT FROM MV < $5000,12,Fredericton,1318
Silverwood,1485129600000,,2140,THEFT OTH <$5000,12,Fredericton,1319
Silverwood,1488758400000,,2140,THEFT OTH <$5000,12,Fredericton,1320
Prospect,1493337600000,1493424000000,2120,B&E NON-RESIDNCE,9,Fredericton,1321
Prospect,1495756800000,1495843200000,2120,B&E RESIDENCE,9,Fredericton,1322
Prospect,1508544000000,,2120,B&E RESIDENCE,9,Fredericton,1323
Prospect,1485388800000,,2170,MISCHIEF TO PROP,9,Fredericton,1324
Prospect,1485475200000,,2170,MISCHIEF TO PROP,9,Fredericton,1325
Prospect,1487289600000,1487376000000,2170,MISCHIEF TO PROP,9,Fredericton,1326
Prospect,1488499200000,,2170,MISCHIEF TO PROP,9,Fredericton,1327
Prospect,1489017600000,,2170,MISCHIEF TO PROP,9,Fredericton,1328
Prospect,1491523200000,,2170,MISCHIEF TO PROP,9,Fredericton,1329
Prospect,1492732800000,,2170,MISCHIEF TO PROP,9,Fredericton,1330
Prospect,1493337600000,1493424000000,2170,MISCHIEF TO PROP,9,Fredericton,1331
Prospect,1495065600000,,2170,MISCHIEF TO PROP,9,Fredericton,1332
Prospect,1498867200000,,2170,MISCHIEF TO PROP,9,Fredericton,1333
Prospect,1499990400000,1500076800000,2170,MISCHIEF TO PROP,9,Fredericton,1334
Prospect,1501286400000,,2170,MISCHIEF TO PROP,11,Fredericton,1335
Prospect,1503619200000,,2170,MISCHIEF TO PROP,11,Fredericton,1336
Prospect,1504310400000,,2170,MISCHIEF TO PROP,9,Fredericton,1337
Prospect,1506297600000,1506297600000,2170,MISCHIEF TO PROP,9,Fredericton,1338
Prospect,1508112000000,,2170,MISCHIEF TO PROP,9,Fredericton,1339
Prospect,1487116800000,1487203200000,2142,THEFT FROM MV < $5000,9,Fredericton,1340
Prospect,1489104000000,1489363200000,2142,THEFT FROM MV < $5000,9,Fredericton,1341
